Half,time,team,player,event,against,notes
1,16.21,0,tyriq,steal,,
1,16.31,0,tyriq,3pt_attempt,,
1,16.33,0,eman,oreb,,
1,16.43,0,dom,oreb,,bad call
1,16.48,1,10,dreb,,
1,16.54,1,0,3pt_attempt,,
1,17.10,0,nick,assist,,
1,17.12,0,chosen,3pt_made,,highlight
1,17.22,1,X,2pt_attempt,,
1,17.31,0,dom,2pt_attempt,,
1,17.33,1,0,dreb,,
1,17.45,0,dom,steal,,
1,18.09,0,tyriq,2pt_made,,
1,18.23,0,tyriq,steal,,
1,18.24,0,tyriq,turnover,,
1,18.30,1,Mike,3pt_made,,
1,18.41,0,nick,3pt_made,,
1,18.52,1,Mike,3pt_attempt,,
1,18.53,1,Mike,oreb,,
1,18.55,1,Mike,2pt_made,,
1,19.07,0,nick,3pt_attempt,,
1,19.16,1,10,3pt_made,,
1,19.28,0,tyriq,ft_attempt,,
1,19.38,0,tyriq,ft_made,,
1,20.23,0,eman,steal,,giving this to eman... 
1,20.27,0,eman,turnover,,
1,20.36,1,Q,2pt_attempt,,
1,20.40,1,Mike,3pt_attempt,,
1,20.42,0,chosen,dreb,,
1,20.47,0,tyriq,turnover,,
1,20.57,1,X,3pt_made,,great defense by dom
1,21.14,0,tyriq,3pt_attempt,,
1,21.27,1,X,3pt_attempt,,
1,21.28,0,eman,dreb,,
1,21.50,0,dom,2pt_made,,
1,21.51,0,dom,ft_made,,
1,22.19,1,Mike,2pt_made,,
2,0.34,0,dom,turnover,,offensive foul
2,0.59,1,Q,2pt_attempt,,
2,1.00,1,10,oreb,,
2,1.03,0,joey,block,,highlight
2,1.30,1,10,ft_attempt,,
2,1.40,1,10,ft_attempt,,
2,1.41,1,Mike,oreb,,
2,1.45,1,Mike,2pt_attempt,,
2,1.46,0,joey,dreb,,camera is hilarious
2,1.55,0,joey,2pt_attempt,,
2,1.56,1,X,dreb,,
2,2.19,1,10,2pt_attempt,,
2,2.20,1,33,oreb,,
2,2.24,0,tyriq,dreb,,sorry 33 no credit
2,2.34,0,chosen,3pt_attempt,,
2,2.49,1,X,3pt_attempt,,
2,2.50,0,tyriq,dreb,,
2,3.05,0,joey,assist,,
2,3.06,0,chosen,2pt_made,,highlight
2,3.20,0,dom,steal,,highlight
2,3.21,0,chosen,assist,,
2,3.24,0,tyriq,2pt_made,,
2,3.46,1,X,turnover,,
2,4.24,0,chosen,ft_attempt,,
2,4.34,0,chosen,ft_made,,
2,4.49,0,pope,foul,,bullshit call
2,5.07,0,tyriq,steal,,
2,5.14,0,dom,assist,,
2,5.15,0,pope,2pt_made,,camera!
2,5.24,1,33,3pt_made,,
2,5.35,0,pope,turnover,,would have been cool
2,5.46,1,10,2pt_made,,
2,5.53,0,tyriq,3pt_attempt,,this could be the worst call ever?
2,6.13,1,10,3pt_made,,
2,6.40,0,tyriq,ft_made,,
2,6.50,0,tyriq,ft_made,,
2,7.11,1,10,2pt_attempt,,
2,7.12,0,dom,dreb,,
2,7.16,0,tyriq,2pt_made,,
2,7.32,1,X,2pt_made,,eman is hilarous on camera
2,7.43,0,tyriq,3pt_attempt,,
2,7.53,1,X,3pt_made,,
2,8.04,0,tyriq,foul,,offensive foul
2,8.34,1,Mike,3pt_attempt,,
2,8.35,0,dom,dreb,,
2,8.50,0,dom,assist,,
2,8.51,0,tyriq,2pt_made,,
2,9.07,1,10,3pt_attempt,,
2,9.08,0,pope,dreb,,
2,9.16,0,pope,assist,,
2,9.18,0,nick,3pt_made,,
2,9.33,1,X,3pt_made,,
2,9.45,0,tyriq,2pt_attempt,,
2,9.46,0,tyriq,oreb,,
2,9.55,0,nick,3pt_attempt,,
2,9.56,0,dom,oreb,,
2,10.00,0,dom,2pt_made,,
2,10.14,1,X,turnover,,good d
2,10.30,0,nick,3pt_attempt,,
2,10.31,0,tyriq,oreb,,
2,10.35,0,tyriq,2pt_attempt,,
2,10.36,0,tyriq,oreb,,
2,10.44,0,tyriq,assist,,highlight
2,10.45,0,joey,3pt_made,,
2,11.02,1,Q,3pt_attempt,,
2,11.03,0,nick,dreb,,
2,11.08,0,tyriq,2pt_made,,
2,11.16,0,pope,steal,,
2,11.17,0,pope,turnover,,
2,11.56,0,tyriq,steal,,
2,11.58,0,tyriq,assist,,
2,11.59,0,pope,2pt_made,,
2,13.16,1,10,3pt_attempt,,
2,13.17,0,joey,dreb,,no clue. 
2,13.17,0,pope,dreb,,no clue. 
2,13.19,0,pope,3pt_attempt,,
2,13.44,0,pope,assist,,
2,13.46,0,dom,2pt_made,,
2,13.54,1,Mike,3pt_attempt,,
2,13.55,0,joey,dreb,,
2,13.59,0,joey,3pt_attempt,,
2,14.09,1,10,3pt_attempt,,
2,14.10,0,pope,dreb,,
2,14.23,0,dom,3pt_made,,
2,14.51,1,0,3pt_attempt,,
2,14.52,0,dom,dreb,,
2,14.57,0,tyriq,assist,,highlight
,14.58,0,joey,3pt_made,,
,15.31,1,X,3pt_attempt,,
,15.34,0,eman,dreb,,
,16.10,0,eman,ft_made,,
,16.20,0,eman,ft_made,,
,16.34,0,pope,foul,,good foul
,16.57,1,10,2pt_attempt,,
,16.58,0,pope,dreb,,
,17.04,0,pope,turnover,,ugh
,17.11,1,X,2pt_attempt,,
,17.15,1,0,3pt_made,,
,17.32,0,tyriq,3pt_attempt,,
,17.33,0,dom,oreb,,
,17.38,0,dom,2pt_attempt,,
,17.43,1,Q,2pt_attempt,,
,17.44,0,tyriq,dreb,,
,17.52,0,nick,3pt_attempt,,
,18.02,1,10,3pt_attempt,,
,18.13,1,Q,2pt_made,,
,18.34,0,pope,2pt_attempt,,
,18.39,1,X,2pt_attempt,,
,18.40,0,nick,dreb,,
,18.44,0,nick,2pt_attempt,,
,18.45,0,nick,oreb,,
,18.50,0,pope,2pt_attempt,,
,18.51,0,nick,oreb,,
,18.55,0,tyriq,3pt_attempt,,
,18.56,0,dom,oreb,,
,18.57,0,dom,2pt_made,,
,19.22,0,dom,ft_made,,
,19.35,1,Mike,2pt_made,,
,19.47,0,nick,2pt_attempt,,
,19.48,0,dom,oreb,,
,19.49,0,dom,2pt_made,,
,20.00,1,Mike,3pt_attempt,,
,20.01,1,X,oreb,,
,20.07,1,10,3pt_made,,
,20.17,0,nick,turnover,,
,20.33,1,Mike,3pt_attempt,,
,20.34,0,nick,dreb,,
,20.40,0,pope,turnover,,
,20.46,1,X,3pt_made,,
,20.57,0,nick,3pt_attempt,,close to highlight... 
,21.05,1,10,3pt_made,,
,21.24,0,pope,3pt_attempt,,
,21.32,1,33,3pt_made,,
,,,,---,,
