half,time,team,player,event,against,notes
1,13:05:00,off in public,,start_time,,
1,13:19:00,off in public,ryan,turnover,,
1,13:40:00,off in public,ryan,steal,,
1,13:44:00,off in public,ryan,2pt_made,,
1,14:03:00,let it fly,13,assist,,
1,14:07:00,let it fly,mike,3pt_made,dylan,
1,14:35:00,off in public,dylan,ft_made,,
1,14:50:00,off in public,dylan,ft_made,,
1,15:05:00,let it fly,13,2pt_attempt,jeff,
1,15:09:00,off in public,joey,dreb,,
1,15:13:00,off in public,joey,assist,,
1,15:15:00,off in public,ryan,2pt_made,,
1,15:33:00,let it fly,13,3pt_attempt,eman,
1,15:35:00,let it fly,7,oreb,,
1,15:40:00,let it fly,mike,3pt_attempt,dylan,
1,15:41:00,off in public,joey,dreb,,
1,15:44:00,off in public,joey,3pt_attempt,,
1,15:48:00,let it fly,carl,dreb,,
1,15:54:00,let it fly,carl,2pt_made,jeff,
1,16:13:00,off in public,ryan,3pt_attempt,,
1,16:17:00,off in public,joey,oreb,,
1,16:20:00,off in public,joey,assist,,
1,16:21:00,off in public,eman,2pt_made,,
1,16:30:00,let it fly,carl,2pt_attempt,ryan,
1,16:31:00,off in public,jeff,dreb,,
1,16:50:00,off in public,pope,checked_in,,
1,16:50:00,off in public,ryan,checked_out,,
1,16:50:00,off in public,tariq,checked_in,,
1,16:50:00,off in public,joey,checked_out,,
1,17:06:00,off in public,pope,3pt_attempt,,
1,17:09:00,let it fly,13,dreb,,
1,17:20:00,let it fly,pete,2pt_attempt,eman,
1,17:22:00,off in public,eman,dreb,,
1,17:31:00,off in public,jeff,3pt_attempt,,
1,17:32:00,let it fly,13,dreb,,
1,17:42:00,let it fly,9,3pt_made,tariq,
1,17:59:00,off in public,dylan,3pt_attempt,,
1,18:00:00,let it fly,13,dreb,,
1,18:07:00,let it fly,carl,3pt_attempt,dylan,
1,18:09:00,off in public,pope,dreb,,
1,18:15:00,off in public,jeff,3pt_attempt,,
1,18:17:00,off in public,dylan,oreb,,
1,18:21:00,off in public,dylan,2pt_attempt,,
1,18:25:00,off in public,jeff,oreb,,
1,18:46:00,off in public,jeff,ft_made,,
1,18:49:00,off in public,ev,checked_in,,
1,18:49:00,off in public,eman,checked_out,,
1,19:00:00,off in public,jeff,ft_made,,
1,19:06:00,off in public,tariq,foul,,
1,19:28:00,let it fly,9,ft_attempt,,
1,19:37:00,let it fly,9,ft_made,,
1,20:04:00,let it fly,33,3pt_attempt,ev,
1,20:05:00,off in public,dylan,dreb,,
1,20:10:00,off in public,jeff,2pt_attempt,,
1,20:15:00,off in public,pope,oreb,,
1,20:32:00,let it fly,mike,2pt_attempt,pope,
1,20:33:00,off in public,dylan,dreb,,
1,20:43:00,off in public,pope,assist,,
1,20:44:00,off in public,ev,2pt_made,,
1,21:00:00,off in public,ev,ft_made,,
1,21:10:00,let it fly,pete,3pt_attempt,ev,
1,21:16:00,off in public,dylan,dreb,,
1,21:20:00,off in public,dylan,checked_out,,
1,21:20:00,off in public,jeff,checked_out,,
1,21:20:00,off in public,ev,checked_out,,
1,21:20:00,off in public,pope,checked_out,,
1,21:20:00,off in public,tariq,checked_out,,
2,0:12:00,off in public,tariq,checked_in,,
2,0:12:00,off in public,ev,checked_in,,
2,0:12:00,off in public,ryan,checked_in,,
2,0:12:00,off in public,kelo,checked_in,,
2,0:12:00,off in public,joey,checked_in,,
2,0:17:00,off in public,ryan,assist,,
2,0:17:00,off in public,kelo,3pt_made,,
2,0:34:00,let it fly,carl,2pt_made,ryan,
2,0:43:00,off in public,kelo,3pt_attempt,,
2,0:44:00,let it fly,pete,dreb,,
2,0:54:00,off in public,kelo,foul,,
2,1:10:00,let it fly,carl,ft_made,,
2,1:20:00,let it fly,carl,ft_made,,
2,1:34:00,off in public,ev,assist,,
2,1:34:00,off in public,ryan,3pt_made,,
2,1:44:00,off in public,ev,foul,,
2,2:00:00,let it fly,mike,2pt_attempt,ryan,
2,2:01:00,let it fly,mike,oreb,,
2,2:02:00,let it fly,mike,2pt_made,ryan,
2,2:27:00,off in public,jeff,checked_in,,
2,2:27:00,off in public,ryan,checked_out,,
2,2:29:00,off in public,tariq,turnover,,
2,2:51:00,let it fly,mike,3pt_attempt,,multiple switches
2,2:53:00,let it fly,pete,oreb,,
2,2:54:00,let it fly,pete,2pt_attempt,ev,
2,3:10:00,off in public,joey,3pt_attempt,,
2,3:27:00,let it fly,pete,3pt_attempt,ev,
2,3:29:00,off in public,jeff,dreb,,
2,3:29:00,off in public,tariq,dreb,,
2,3:36:00,off in public,ev,3pt_attempt,,airball
2,4:00:00,off in public,jeff,foul,,
2,4:05:00,off in public,eman,checked_in,,
2,4:05:00,off in public,pope,checked_in,,
2,4:05:00,off in public,tariq,checked_out,,
2,4:05:00,off in public,kelo,checked_out,,
2,4:24:00,let it fly,mike,3pt_attempt,joey,
2,4:25:00,off in public,ev,dreb,,
2,4:40:00,off in public,ev,2pt_attempt,,
2,4:42:00,off in public,pope,oreb,,
2,4:45:00,off in public,pope,2pt_attempt,,
2,4:46:00,off in public,ev,oreb,,
2,4:48:00,off in public,ev,2pt_attempt,,
2,4:56:00,let it fly,pete,2pt_attempt,jeff,
2,4:55:00,off in public,jeff,block,,
2,4:56:00,off in public,jeff,foul,,
2,5:19:00,let it fly,pete,ft_made,,
2,5:20:00,off in public,ev,checked_out,,
2,5:20:00,off in public,dylan,checked_in,,
2,5:35:00,let it fly,pete,ft_made,,
2,5:40:00,off in public,eman,2pt_attempt,,
2,5:41:00,let it fly,pete,block,,
2,5:58:00,let it fly,13,2pt_attempt,pope,
2,6:00:00,off in public,dylan,charge,,
2,6:20:00,off in public,dylan,3pt_attempt,,
2,6:21:00,let it fly,mike,dreb,,
2,6:28:00,let it fly,9,3pt_made,jeff,dylan missed a hedge
2,6:40:00,off in public,pope,turnover,,
2,6:51:00,let it fly,mike,3pt_made,joey,
2,6:54:00,off in public,---,timeout,,"dylan, jeff, eman, pope, joey"
2,7:55:00,off in public,,timestart,,
2,7:55:00,off in public,pope,checked_out,,
2,7:55:00,off in public,kelo,checked_in,,
2,8:10:00,off in public,jeff,3pt_attempt,,
2,8:17:00,let it fly,pete,3pt_attempt,eman,
2,8:20:00,off in public,kelo,steal,,
2,8:20:00,let it fly,pete,turnover,,
2,8:26:00,off in public,kelo,2pt_made,,
2,8:27:00,let it fly,9,foul,,
2,8:35:00,off in public,kelo,ft_made,,
2,9:04:00,let it fly,pete,2pt_attempt,eman,
2,9:05:00,off in public,kelo,dreb,,
2,9:10:00,off in public,kelo,2pt_attempt,,
2,9:11:00,off in public,jeff,oreb,,
2,9:12:00,off in public,jeff,2pt_made,,
2,9:20:00,let it fly,9,3pt_made,jeff,moving screen carl
2,9:40:00,off in public,eman,foul,,off ball foul
2,10:39:00,let it fly,9,3pt_attempt,kelo,
2,10:40:00,off in public,dylan,dreb,,
2,10:50:00,off in public,joey,2pt_attempt,,
2,10:50:00,off in public,eman,oreb,,
2,11:00:00,off in public,kelo,turnover,,
2,11:00:00,let it fly,carl,steal,,
2,11:04:00,let it fly,9,2pt_attempt,jeff,
2,11:05:00,off in public,dylan,dreb,,
2,11:10:00,off in public,jeff,2pt_made,,
2,11:44:00,let it fly,13,3pt_attempt,dylan,
2,11:47:00,off in public,ev,dreb,,
2,11:52:00,off in public,ev,2pt_attempt,,smoked it!
2,11:53:00,let it fly,13,dreb,,
2,12:13:00,let it fly,pete,3pt_attempt,eman,
2,12:17:00,let it fly,7,3pt_attempt,ev,"broken court, ev fell down"
2,12:19:00,off in public,kelo,dreb,,
2,12:25:00,off in public,joey,2pt_made,,
2,12:39:00,let it fly,pete,3pt_made,eman,
2,12:54:00,off in public,kelo,3pt_made,,
2,13:07:00,let it fly,carl,turnover,,
2,13:09:00,off in public,dylan,steal,,
2,13:10:00,off in public,dylan,2pt_attempt,,
2,13:30:00,off in public,ev,block,,on pete
2,13:46:00,let it fly,carl,2pt_attempt,kelo,
2,13:48:00,off in public,joey,dreb,,
2,13:59:00,off in public,joey,2pt_attempt,,
2,14:10:00,let it fly,0,2pt_made,kelo,"fast break, broken court"
2,14:18:00,off in public,ev,3pt_attempt,,
2,14:29:00,let it fly,13,assist,,
2,14:30:00,let it fly,carl,2pt_made,dylan,
2,14:31:00,off in public,dylan,foul,,
2,15:05:00,off in public,dylan,checked_out,,
2,15:05:00,off in public,pope,checked_in,,
2,15:12:00,let it fly,carl,ft_made,,
2,15:35:00,let it fly,0,3pt_attempt,ev,
2,15:39:00,off in public,pope,dreb,,
2,15:45:00,off in public,joey,3pt_attempt,,
2,15:52:00,off in public,jeff,checked_in,,
2,15:52:00,off in public,joey,checked_out,,
2,16:13:00,let it fly,pete,2pt_attempt,eman,
2,16:15:00,off in public,kelo,dreb,,
2,16:21:00,off in public,jeff,2pt_attempt,,
2,16:24:00,off in public,pope,oreb,,
2,16:25:00,off in public,jeff,2pt_attempt,,
2,16:28:00,off in public,jeff,oreb,,
2,16:35:00,off in public,ev,2pt_made,,
2,16:55:00,off in public,ev,ft_made,,
2,17:07:00,let it fly,pete,3pt_attempt,eman,
2,17:34:00,off in public,pope,assist,,
2,17:35:00,off in public,jeff,2pt_made,,
2,17:55:00,off in public,pope,foul,,"bad call, tie up"
2,18:25:00,let it fly,9,ft_made,,
2,18:43:00,let it fly,9,ft_made,,
2,18:50,off in public,kelo,2pt_attempt,,
2,19:06:00,let it fly,carl,2pt_attempt,eman,
2,19:07,off in public,kelo,dreb,,
2,19:09:00,off in public,kelo,turnover,,
2,19:10:00,let it fly,13,dreb,,
2,19:51:00,let it fly,carl,2pt_made,pope,jeff called pressure
2,19:55:00,off in public,pope,foul,,
2,20:17:00,let it fly,carl,ft_made,,
2,20:30:00,off in public,ev,2pt_attempt,,
2,20:31:00,off in public,ev,oreb,,
2,20:32:00,off in public,ev,2pt_made,,
2,20:39:00,off in public,pope,charge,,drew a charge from 9
2,21:00:00,let it fly,carl,foul,,
2,21:21:00,off in public,kelo,ft_made,,
2,21:35:00,off in public,kelo,ft_attempt,,
2,21:43:00,let it fly,pete,3pt_attempt,ev,
2,21:44:00,off in public,ryan,dreb,,
2,21:47:00,off in public,ryan,assist,,
2,21:53:00,off in public,jeff,3pt_made,,
2,22:01:00,off in public,ryan,charge,,took a charge from carl
2,22:23:00,off in public,kelo,3pt_attempt,,
2,22:24:00,let it fly,13,dreb,,
2,22:23:00,let it fly,,timeout,,
2,23:24:00,let it fly,,timestart,,
2,22:24:00,off in public,ev,checked_out,,
2,22:24:00,off in public,jeff,checked_out,,
2,22:24:00,off in public,kelo,checked_out,,
2,22:24:00,off in public,ryan,checked_out,,
2,22:24:00,off in public,eman,checked_out,,
3,0:00,off in public,ev,checked_in,,
3,0:00:00,off in public,jeff,checked_in,,
3,0:00:00,off in public,kelo,checked_in,,
3,0:00:00,off in public,ryan,checked_in,,
3,0:00:00,off in public,eman,checked_in,,
3,0:13:00,let it fly,13,turnover,,
3,0:56:00,off in public,eman,2pt_attempt,,
3,0:56:00,let it fly,mike,dreb,,
3,1:30:00,let it fly,mike,ft_attempt,,
3,1:36:00,,,,,someone messed up the camera
3,1:40:00,let it fly,mike,2pt_made,eman,
3,1:45:00,off in public ,,timeout,,
3,2:46:00,off in public ,,timestart,,
3,3:00:00,off in public ,ev,2pt_attempt,,
3,3:07:00,off in public ,,timeout,,
3,4:00:00,off in public ,,timestart,,
3,4:05:00,let it fly,pete,turnover,,
3,4:30:00,,,endtime,,
