Half,time,team,player,event,against,notes
1,18:20,0,ryan,3pt_attempt,,
1,18:33,0,chris,steal,,
1,18:34,0,chris,assist,,
1,18:35,0,evan,2pt_made,,
1,18:49,1,mike,turnover,,
1,19:05,0,chris,2pt_attempt,,
1,19:10,1,5,3pt_attempt,,
1,19:12,0,dylan,dreb,,nice box out chris
1,19:17,0,ryan,assist,,
1,19:18,0,dylan,2pt_made,,
1,19:37,1,q,assist,,
1,19:39,1,mike,3pt_made,,
1,19:52,0,evan,turnover,,offensive foul on evan
1,20:23,0,pope,foul,,good call pete
1,20:47,1,mike,3pt_attempt,,
1,20:48,0,chris,dreb,,
1,20:49,0,chris,assist,,guessing here
1,20:50,0,tc,2pt_made,,
1,21:10,0,evan,block,,
2,23:58,0,pope,dreb,,tip out. hard to see but I remember the play
2,24:00,0,kelo,3pt_attempt,,
2,24:10,1,5,3pt_attempt,,
2,0:06,0,tc,steal,,
2,0:07,0,tc,2pt_attempt,,
2,0:08,0,tc,oreb,,
2,0:09,0,tc,2pt_made,,
2,0:28,1,mitch,turnover,,
2,0:29,0,riqq,steal,,
2,0:35,0,riqq,2pt_attempt,,:( 
2,0:50,1,q,3pt_made,,
2,1:07,0,tc,3pt_attempt,,
2,1:17,1,33,3pt_attempt,,
2,1:19,0,riqq,dreb,,
2,1:25,0,riqq,2pt_made,,
2,1:37,0,pope,foul,,questionable call
2,1:54,1,5,2pt_made,,
2,2:05,0,riqq,2pt_attempt,,
2,2:06,1,mitch,dreb,,
2,2:15,1,q,assist,,
2,2:16,1,mitch,3pt_made,,
2,2:34,0,pope,3pt_attempt,,
2,2:35,1,mitch,dreb,,
2,2:40,1,mitch,3pt_made,,
2,2:59,0,kelo,2pt_made,,
2,3:04,1,mitch,turnover,,
2,3:16,0,pope,2pt_made,,
2,3:22,1,5,3pt_made,,
2,3:32,0,tc,3pt_made,,
2,3:44,1,mike,3pt_attempt,,
2,3:45,0,kelo,dreb,,
2,3:47,0,riqq,2pt_made,,assist?
2,4:05,0,pope,2pt_attempt,,terrible :( 
2,4:15,1,mike,3pt_attempt,,
2,4:54,1,5,2pt_attempt,,
2,4:55,0,evan,dreb,,
2,5:21,0,tc,ft_made,,
2,5:31,0,tc,ft_made,,
2,6:06,1,mitch,2pt_attempt,,
2,6:12,1,mike,3pt_attempt,,
2,6:13,0,chosen,dreb,,tip out
2,6:20,0,tc,assist,,
2,6:21,0,evan,2pt_made,,
2,6:41,1,mike,2pt_attempt,,
2,6:42,1,mike,oreb,,
2,6:43,0,evan,block,,
2,6:49,0,tc,3pt_attempt,,
2,6:50,0,dom,oreb,,
2,6:51,0,dom,2pt_attempt,,
2,6:57,0,tc,assist,,
2,6:58,0,evan,2pt_made,,
2,7:10,1,mitch,3pt_attempt,,
2,7:11,0,dom,dreb,,
2,7:21,0,chris,turnover,,
2,7:22,1,33,assist,,
2,7:24,1,q,2pt_made,,
2,7:33,0,evan,2pt_made,,
2,7:52,1,mitch,turnover,,stepped out
2,8:16,0,evan,3pt_attempt,,
2,8:17,0,tc,oreb,,
2,8:19,0,tc,2pt_attempt,,
2,8:26,1,mitch,3pt_attempt,,
2,8:27,0,chosen,dreb,,
2,8:33,0,chosen,assist,,
2,8:34,0,evan,2pt_made,,
2,9:13,1,q,3pt_attempt,,
2,9:14,0,chris,dreb,,
2,9:20,0,dom,2pt_attempt,,
2,9:55,0,chris,assist,,
2,9:56,0,tc,3pt_made,,
2,10:10,1,00,2pt_made,,
2,10:20,1,00,ft_made,,
2,10:40,0,evan,3pt_attempt,,
2,10:41,0,dom,oreb,,
2,10:42,0,dom,2pt_made,,
2,10:55,1,5,3pt_attempt,,
2,10:56,1,33,oreb,,
2,10:57,1,33,2pt_attempt,,
2,11:10,1,00,2pt_attempt,,
2,11:11,0,dom,dreb,,
2,11:20,0,dom,3pt_attempt,,
2,11:21,0,chosen,oreb,,
2,11:26,0,evan,3pt_attempt,,
2,11:27,0,chosen,oreb,,
2,11:35,0,chris,2pt_attempt,,
2,11:59,0,pope,block,,"I can see why pete called it, but it was clean"
2,12:20,1,00,ft_made,,
2,12:30,1,00,ft_attempt,,
2,12:31,0,dom,dreb,,
2,12:36,0,kelo,3pt_attempt,,
2,12:46,1,mitch,2pt_made,,
2,13:03,1,mitch,ft_attempt,,
2,13:04,0,dom,dreb,,
2,13:05,0,dom,assist,,
2,13:06,0,riqq,3pt_made,,
2,13:21,1,mitch,assist,,
2,13:22,1,5,3pt_made,,
2,13:32,0,kelo,turnover,,
2,13:35,1,5,2pt_attempt,,
2,13:37,0,pope,dreb,,
2,13:43,0,tc,2pt_attempt,,
2,13:44,0,dom,oreb,,
2,13:45,0,dom,2pt_attempt,,
2,13:46,0,dom,oreb,,
2,13:53,0,riqq,3pt_attempt,,
2,13:57,1,mike,dreb,,
2,14:02,1,33,3pt_made,,
2,14:16,0,riqq,turnover,,
2,14:44,1,33,assist,,
2,14:45,1,5,3pt_made,,
2,14:59,0,riqq,2pt_made,,
2,15:25,1,5,3pt_attempt,,
2,15:26,0,pope,dreb,,
2,15:35,0,kelo,3pt_attempt,,
2,15:36,0,pope,oreb,,
2,15:37,0,pope,assist,,
2,15:38,0,dylan,3pt_made,,
2,15:50,1,33,3pt_attempt,,
2,15:52,1,33,oreb,,
2,15:58,0,riqq,steal,,
2,16:02,0,riqq,turnover,,
2,16:03,1,33,steal,,
2,16:04,1,33,assist,,
2,16:05,1,mike,2pt_made,,
2,16:20,0,tc,2pt_attempt,,
2,16:30,1,mitch,2pt_made,,tough
2,16:42,0,dylan,3pt_attempt,,
2,16:46,0,riqq,oreb,,
2,16:47,0,riqq,2pt_attempt,,
2,16:48,1,00,dreb,,
2,17:00,0,tc,steal,,
2,17:05,0,tc,2pt_made,,
2,17:33,1,mitch,assist,,
2,17:35,1,mike,3pt_made,,
2,18:47,0,pope,assist,,
2,18:48,0,dylan,2pt_made,,
2,18:52,1,5,3pt_attempt,,
2,18:53,1,33,oreb,,
2,18:55,1,q,3pt_attempt,,
2,19:17,0,kelo,3pt_attempt,,
2,19:20,1,mitch,dreb,,
2,19:26,1,5,3pt_made,,
2,19:36,0,tc,2pt_attempt,,
2,19:42,1,mike,3pt_attempt,,
2,19:43,0,pope,dreb,,
2,20:47,0,riqq,3pt_made,,giving riqq credit for the 3 free throws
